Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2023,Netherlands,IT,88,1042,NLP,131146,Copilot,56,637.3,18.16
2025,Mexico,Automotive,224,18606,Cloud Computing,137337,Copilot,86,655,12.63
2023,Turkey,Retail,214,2620,AI Tools,79759,Claude,97,687.6,27.04
2022,Israel,Healthcare,225,2932,Machine Learning,63935,Copilot,75,512,9.15
2022,Singapore,IT,463,4733,Machine Learning,114155,Copilot,69,747.4,7.47
2020,France,Education,84,17705,Cloud Computing,61027,PyTorch,77,990.4,28.25
2025,UAE,Automotive,243,10818,Python,138190,Gemini,55,372.8,11.25
2024,UAE,Healthcare,283,13827,NLP,128698,Claude,73,953.1,27.5
2023,Sweden,Finance,495,11457,Machine Learning,144294,PyTorch,79,736.7,19.64
2025,India,IT,401,3062,Data Science,82940,PyTorch,78,660,23.87
2023,Denmark,Retail,375,1267,Data Science,90645,Copilot,96,963.7,11.86
2024,China,Manufacturing,261,17925,Python,116169,TensorFlow,53,567.6,20.69
2023,Netherlands,Automotive,195,2134,NLP,141676,Bard,53,779.6,6.92
2025,Switzerland,Finance,117,12742,Cloud Computing,102924,PyTorch,77,697.5,18.15
2020,UAE,Healthcare,143,13423,Python,131095,Claude,97,989.9,16.78
2020,Brazil,Retail,453,13946,NLP,88231,Bard,79,957.6,12.51
2024,Russia,Retail,392,13586,Cloud Computing,77965,Copilot,69,742.5,15.54
2021,Switzerland,Healthcare,65,14414,Data Science,84206,ChatGPT,85,540.5,14.66
2024,Germany,Telecom,450,10523,AI Tools,93907,Claude,82,707.2,8.28
2024,Australia,Healthcare,196,17242,AI Tools,88820,TensorFlow,65,966.7,19.54
2025,Germany,Education,417,19913,Python,80890,Gemini,61,157.5,26.92
2023,USA,IT,136,4834,Python,81178,Bard,86,809.4,20.88
2024,France,Automotive,456,7528,Data Science,101580,Copilot,81,55.9,18.26
2025,Germany,Manufacturing,316,13117,NLP,123117,Bard,50,494,23.65
2023,USA,Retail,158,13395,Data Science,147889,Copilot,96,425.5,21.24
2024,Spain,Retail,341,11966,NLP,126553,ChatGPT,77,212.2,28.15
2021,USA,IT,135,8784,AI Tools,102445,PyTorch,68,631.5,8.91
2021,Germany,Manufacturing,327,16821,Cloud Computing,98138,Bard,56,623.1,6.25
2022,Denmark,Healthcare,380,15980,Cloud Computing,94608,Gemini,99,155.6,26.27
2023,France,Healthcare,276,9651,AI Tools,128196,Gemini,74,247.5,28.16
2024,Denmark,Retail,145,15467,AI Tools,136295,ChatGPT,69,441.9,21.46
2025,USA,Telecom,129,14057,Python,85706,PyTorch,84,737.6,24.98
2024,Australia,Manufacturing,352,12597,AI Tools,75874,PyTorch,80,195.8,23.44
2021,Russia,Retail,278,18090,Python,106325,Gemini,61,408.9,7.23
2024,Brazil,Manufacturing,420,8185,Data Science,69222,Gemini,96,928.5,25.09
2024,Singapore,Finance,445,19437,Python,117316,Claude,99,621.4,22.52
2025,Israel,Finance,117,18885,Cloud Computing,108123,ChatGPT,82,675.2,27.07
2024,Australia,IT,330,14288,AI Tools,114960,ChatGPT,82,586.7,20.29
2022,Singapore,Manufacturing,365,12439,Data Science,126017,PyTorch,97,741.2,9.98
2020,Brazil,IT,103,4012,NLP,139192,PyTorch,56,220.5,28.22
2025,UK,Healthcare,369,7631,Data Science,126019,Gemini,69,72.8,10.39
2020,Switzerland,Retail,176,1516,Python,124704,Gemini,91,700,5.82
2024,Norway,Finance,82,14869,Data Science,120442,Copilot,51,167.5,15.7
2020,Turkey,Retail,61,17773,AI Tools,65126,Gemini,61,921.3,16.53
2024,UK,Healthcare,499,12497,Cloud Computing,119650,ChatGPT,66,262.3,14.16
2024,Australia,Automotive,459,4596,Data Science,105518,Claude,72,784,22.25
2023,Australia,IT,117,11984,Python,79252,TensorFlow,90,479.1,24.33
2024,China,Automotive,395,19729,Cloud Computing,76716,Claude,98,499.9,10.29
2025,Norway,Telecom,425,16096,Cloud Computing,149735,Claude,84,367.3,16.49
2025,South Africa,Automotive,194,12943,Python,117202,ChatGPT,72,528.2,25.56
2025,Israel,Automotive,124,2742,Cloud Computing,72103,ChatGPT,64,802.1,7.06
2024,Germany,Finance,291,6987,AI Tools,127831,Bard,95,794.2,19.44
2022,Finland,Finance,330,10198,NLP,74597,ChatGPT,86,689.9,20.19
2023,Spain,Telecom,423,11847,Machine Learning,106145,Gemini,90,156,20.52
2023,USA,Healthcare,215,16543,NLP,105306,Copilot,86,194.1,13.03
2020,Sweden,Healthcare,238,17042,AI Tools,79555,Copilot,53,254.9,15.47
2021,Denmark,IT,95,18944,NLP,98498,ChatGPT,73,235.4,26.48
2023,South Africa,Healthcare,110,5804,Machine Learning,94879,TensorFlow,61,922.8,18.58
2020,Norway,Education,385,17576,NLP,82471,Gemini,63,100.8,26.87
2024,France,Telecom,116,16628,Machine Learning,126421,Claude,53,594.6,8.82
2025,Spain,Telecom,51,16243,Machine Learning,97308,ChatGPT,89,186.2,22.04
2022,Switzerland,Finance,102,13080,Data Science,135071,Copilot,83,193.4,6.92
2020,South Korea,Finance,250,10588,Machine Learning,77496,ChatGPT,56,238.1,27.33
2020,Russia,Manufacturing,241,9631,Python,125975,Claude,77,990.4,20.74
2020,Denmark,Telecom,394,19109,Python,61976,Claude,61,564.4,10.5
2021,Denmark,Education,485,4245,Cloud Computing,82423,TensorFlow,88,381.7,19.48
2021,South Africa,Retail,292,7748,Machine Learning,72881,TensorFlow,86,753.4,16.97
2022,Finland,IT,340,10091,Cloud Computing,136784,Gemini,72,730.2,9.1
2024,China,Automotive,273,14893,NLP,103078,TensorFlow,78,935,12.54
2023,Canada,Automotive,244,4960,AI Tools,117882,ChatGPT,58,753.8,19.85
2024,Singapore,IT,228,16602,Machine Learning,75391,Gemini,90,909.5,10.48
2020,Indonesia,Education,465,9983,NLP,136778,Bard,77,272.3,26.96
2025,Brazil,Healthcare,284,14651,NLP,82539,Claude,83,575.8,20.6
2021,Australia,Telecom,276,11258,AI Tools,92065,TensorFlow,92,133.3,13.54
2023,Singapore,Automotive,205,16071,Data Science,86526,ChatGPT,64,837.3,19.76
2020,Canada,Manufacturing,405,9672,Cloud Computing,132418,PyTorch,79,988.2,14.78
2021,China,Finance,71,1186,NLP,73389,ChatGPT,81,715.8,6.86
2025,Brazil,Manufacturing,71,11566,Data Science,148366,TensorFlow,72,487.3,6.63
2024,Netherlands,Retail,132,17311,Cloud Computing,92700,Gemini,60,816.5,9.94
2025,Canada,Automotive,130,12557,Cloud Computing,126676,Claude,83,360.9,9.43
2022,Brazil,Retail,309,15117,Machine Learning,91215,Bard,55,339.1,29.58
2025,UK,Telecom,125,18988,Python,107474,PyTorch,61,225.5,26.54
2024,Brazil,IT,255,17753,Python,74111,ChatGPT,65,601.2,10.59
2025,Mexico,Automotive,195,10436,NLP,117581,Claude,74,890,11.74
2020,Singapore,Finance,225,3338,AI Tools,129377,PyTorch,77,61.5,16.17
2023,Israel,Healthcare,123,7513,Machine Learning,63084,Claude,55,455.9,20.87
2023,Indonesia,Retail,455,12653,Cloud Computing,60977,ChatGPT,77,915.7,11.36
2020,Germany,IT,485,13001,NLP,124427,TensorFlow,67,274.5,5.85
2021,Mexico,Education,454,12028,Cloud Computing,95054,Bard,73,650.9,6.54
2024,South Africa,IT,81,13537,AI Tools,78759,Claude,67,631.3,10.17
2021,India,Automotive,280,1440,Data Science,103966,Gemini,96,692.2,27.05
2020,China,Manufacturing,202,13368,Data Science,103446,Bard,63,145.4,11.85
2024,USA,IT,74,16583,Cloud Computing,119861,Bard,85,890.2,27.98
2025,Spain,Finance,149,1101,Python,124691,Claude,58,946.6,6.06
2021,South Africa,Education,122,10562,NLP,140982,ChatGPT,67,471.6,6.19
2025,Russia,Finance,339,19470,Machine Learning,133366,ChatGPT,81,772.1,21.13
2021,Denmark,Retail,445,16851,Cloud Computing,86822,PyTorch,83,402.3,28.46
2022,India,Automotive,150,13309,Python,128256,TensorFlow,79,822.9,8.39
2023,Germany,Finance,221,2206,Machine Learning,139959,Gemini,69,289.4,22.06
2024,USA,Finance,301,16907,AI Tools,77215,Bard,62,149.1,15.35
2025,France,Automotive,122,2646,NLP,146466,Gemini,50,189.4,22.98
2022,Brazil,Automotive,363,1218,Data Science,143396,Gemini,96,518.3,23.99
2023,Germany,Finance,212,3194,Python,122143,Bard,89,556.7,28.57
2020,Mexico,Manufacturing,352,7589,Data Science,82093,TensorFlow,53,319.6,12.59
2024,China,Education,225,8319,Machine Learning,101322,Gemini,96,245.2,26.65
2020,South Korea,Automotive,164,10443,Cloud Computing,77748,TensorFlow,75,762,17.99
2024,UAE,Manufacturing,459,7831,Machine Learning,93107,Copilot,71,838.6,28.39
2020,Mexico,Education,237,3272,NLP,82494,TensorFlow,77,373.6,7.35
2021,Germany,Manufacturing,67,7092,Machine Learning,62049,ChatGPT,75,896.1,26.17
2022,Spain,IT,268,11986,Cloud Computing,149672,ChatGPT,69,956.9,13.34
2022,Canada,Telecom,225,13592,Cloud Computing,97490,Bard,63,644.7,12.27
2020,Switzerland,Retail,286,14557,Machine Learning,106225,Gemini,68,812.3,24.04
2022,Russia,Retail,433,6379,NLP,130601,PyTorch,70,559.3,16.27
2024,Turkey,Healthcare,490,11512,Machine Learning,72298,PyTorch,62,488.9,8.08
2025,Russia,Finance,293,1523,AI Tools,75861,ChatGPT,71,313.6,28.59
2022,France,IT,401,14011,Data Science,81575,TensorFlow,57,389.1,7.64
2022,Australia,IT,500,6075,Cloud Computing,108153,Bard,85,879,15.89
2023,Germany,IT,133,10060,Machine Learning,62586,Copilot,100,554.1,7.74
2023,Italy,Telecom,292,6892,Machine Learning,92002,Copilot,58,632.8,22.76
2025,Japan,IT,338,4931,NLP,128468,TensorFlow,91,631.8,24.36
2024,Denmark,Telecom,62,15260,NLP,137465,ChatGPT,62,825.7,12.44
2023,India,IT,333,11490,Python,88263,Bard,66,660.2,14.2
2022,Japan,Finance,325,10853,Data Science,91765,Copilot,76,593.2,10.61
2021,UK,Finance,439,1053,Data Science,104606,PyTorch,77,559.3,19.59
2023,South Africa,Telecom,317,6698,Cloud Computing,114192,Bard,50,272.3,23.87
2024,France,Manufacturing,176,9259,Data Science,81714,ChatGPT,78,122.8,5.77
2023,Spain,Telecom,153,11826,Data Science,107121,PyTorch,89,975.3,6.93
2023,Japan,Telecom,488,12690,AI Tools,81377,PyTorch,81,546,13
2024,Norway,Telecom,76,4169,Machine Learning,142253,Claude,55,934.7,15.15
2025,Denmark,Finance,330,6923,Data Science,62443,Copilot,54,801.7,26.5
2020,Sweden,Telecom,469,11732,AI Tools,141891,Copilot,70,839.4,5.4
2025,Mexico,Retail,351,16663,AI Tools,120969,ChatGPT,79,685.1,16.35
2024,UK,Retail,374,18675,Data Science,137599,TensorFlow,52,546.1,14.18
2025,Australia,Retail,478,9415,AI Tools,88184,Bard,86,934.3,11.87
2024,Australia,Manufacturing,158,11910,NLP,148901,Copilot,79,781.8,21.72
2020,USA,IT,142,9463,NLP,78590,TensorFlow,99,809.7,26.97
2025,Germany,IT,118,5900,AI Tools,92406,Claude,87,868.5,24.14
2022,Turkey,Healthcare,119,16132,Data Science,116201,Copilot,85,795.4,12.77
2023,Singapore,Manufacturing,304,19789,Cloud Computing,92659,Gemini,98,519.8,27.29
2022,Russia,Finance,461,8260,Data Science,126289,TensorFlow,95,489.1,14.67
2025,Israel,Telecom,288,15227,Machine Learning,141071,Bard,62,986.2,19.9
2024,Israel,Finance,296,16243,Machine Learning,117551,Bard,65,696.9,26.29
2024,France,Healthcare,419,14519,NLP,106471,Gemini,83,589.4,24.09
2025,Singapore,Automotive,243,3586,AI Tools,60072,Gemini,67,453,14.68
2022,UAE,Telecom,423,9008,Data Science,123247,Copilot,78,222.3,29.49
2020,France,Education,419,14667,Machine Learning,65637,Claude,54,672.9,8.35
2023,Norway,Automotive,449,13882,Machine Learning,67739,Copilot,100,346.1,19.98
2025,Russia,Retail,78,12830,Data Science,66517,Bard,91,767.3,21.55
2024,Israel,Manufacturing,448,6655,Data Science,126591,Bard,53,303.7,8.28
2020,USA,Telecom,296,1328,Cloud Computing,148314,TensorFlow,84,510,29.48
2025,Germany,Education,428,2367,Data Science,65449,Gemini,54,415.5,19.82
2023,Italy,Retail,444,16719,NLP,118845,Gemini,91,449.1,29.95
2024,Sweden,IT,138,14183,NLP,128312,Bard,95,388.1,15.54
2024,UAE,IT,328,17950,Python,95313,Claude,97,492.4,29.29
2024,Sweden,Healthcare,117,19695,Python,114624,TensorFlow,58,914.5,26.41
2020,Sweden,Finance,262,5408,AI Tools,115855,PyTorch,62,370.3,23.83
2023,France,Manufacturing,232,12561,Machine Learning,90151,TensorFlow,92,519.5,12.43
2020,Canada,Automotive,328,1159,Machine Learning,72119,Gemini,61,631.5,6.78
2020,Germany,Telecom,145,9307,Cloud Computing,148336,ChatGPT,52,837.7,10.53
2021,Italy,Education,374,8861,Machine Learning,63413,TensorFlow,84,351.4,23.94
2025,Germany,Manufacturing,324,18061,Cloud Computing,130396,PyTorch,79,58.1,7.92
2025,France,Finance,496,17502,Machine Learning,133938,Bard,77,793.9,20.84
2023,Norway,Education,162,12179,Data Science,140826,Gemini,62,811.1,20.92
2024,Indonesia,Manufacturing,161,4411,NLP,110860,Copilot,87,500.3,24.74
2020,Australia,Finance,360,2105,NLP,142181,PyTorch,52,577.3,17.79
2025,Sweden,Healthcare,346,1023,NLP,109129,Bard,83,372.4,27.26
2023,France,Telecom,145,7186,AI Tools,91681,Claude,89,783.6,14.43
2025,Australia,IT,132,16007,NLP,96277,Copilot,87,78,10.68
2024,Israel,Automotive,410,13696,Cloud Computing,79241,Gemini,88,270.8,20.59
2024,France,Telecom,191,10988,Python,96045,Copilot,60,369.1,8.99
2020,India,Telecom,215,8991,NLP,112020,TensorFlow,98,468.8,28.31
2020,Israel,Automotive,149,4397,Data Science,64306,TensorFlow,81,242.2,14.92
2021,Japan,Retail,390,8680,Cloud Computing,60606,TensorFlow,81,670.3,9.57
2025,Finland,Finance,234,15622,AI Tools,116917,PyTorch,83,650.7,9.51
2025,Italy,IT,359,14971,Data Science,111799,Gemini,61,824.6,12.33
2020,Mexico,Healthcare,421,8598,Data Science,69540,Copilot,63,843.5,5.48
2020,Spain,Healthcare,489,19694,Cloud Computing,116546,TensorFlow,80,463.2,28.85
2020,Japan,Education,90,7923,Cloud Computing,97041,PyTorch,68,236.9,10.78
2022,Indonesia,Telecom,79,2065,Python,103405,Gemini,54,573.3,16.02
2022,Denmark,Telecom,182,8637,Data Science,108114,Claude,88,260.9,11.37
2025,Italy,Education,223,6953,AI Tools,108244,TensorFlow,89,851.9,11.27
2022,Canada,Manufacturing,75,14555,Machine Learning,140418,Claude,100,637.9,14.75
2025,Indonesia,Telecom,117,14794,NLP,118031,Gemini,67,813.9,21.72
2021,USA,Automotive,303,2600,Machine Learning,111568,ChatGPT,53,494,14.03
2024,South Korea,Healthcare,76,11820,Data Science,69468,ChatGPT,80,900,27.13
2025,Spain,IT,50,4229,Cloud Computing,103981,ChatGPT,77,812.7,27.11
2023,USA,Manufacturing,359,18562,Machine Learning,130657,Gemini,84,351.3,9.63
2025,Germany,IT,284,8097,Data Science,67814,Claude,76,554.4,5.67
2023,Canada,Finance,262,7997,Python,129289,Claude,76,148.5,7.11
2021,Mexico,Automotive,499,11630,Python,132157,ChatGPT,68,93.8,6.17
2020,Russia,Telecom,429,14106,AI Tools,112152,TensorFlow,95,611.2,22.23
2022,Singapore,Retail,75,1615,Cloud Computing,146023,ChatGPT,87,726.3,19.77
2024,Sweden,IT,56,14072,Machine Learning,86614,Bard,58,589.7,8.41
2024,Mexico,Automotive,216,18796,Machine Learning,85168,Claude,84,337.8,9.58
2021,India,IT,130,8355,Python,79491,Gemini,72,603.2,26.63
2022,Israel,Manufacturing,217,12916,Cloud Computing,99319,Bard,68,451.7,26.04
2020,France,Manufacturing,247,12290,NLP,64571,Claude,63,797.7,14.11
2020,India,Finance,177,5631,Data Science,140659,TensorFlow,85,162.1,22.95
2020,India,Retail,421,11307,NLP,89595,TensorFlow,63,650.6,17.19
2020,Israel,Retail,80,12603,Machine Learning,82396,Gemini,79,610.6,13.84
2022,Spain,Telecom,386,11162,AI Tools,112310,ChatGPT,84,546.8,27.5
2023,Singapore,Telecom,261,4836,Cloud Computing,65235,Bard,100,657.3,28.09
2025,China,Manufacturing,175,8755,Python,94556,ChatGPT,96,445.5,27.24
2024,Switzerland,Manufacturing,366,17214,NLP,109035,TensorFlow,90,237.7,16.2
2023,Sweden,IT,111,17871,Machine Learning,147044,ChatGPT,75,844.5,28.34
2021,Japan,Automotive,415,13630,Cloud Computing,69929,Bard,56,103.8,8.95
2022,Mexico,Manufacturing,251,7799,NLP,149939,Gemini,97,940.6,12.39
2020,Brazil,Education,464,17741,Machine Learning,100456,Gemini,59,616.1,11.61
2025,France,Automotive,478,13146,AI Tools,70339,Gemini,85,171.9,6.13
2022,Russia,Telecom,389,15157,Data Science,62796,Bard,58,719.8,12
2024,South Korea,Retail,67,13768,AI Tools,92891,PyTorch,90,723.4,23.47
2021,France,IT,430,7012,Python,76992,Bard,100,797.2,11.02
2020,UAE,Automotive,427,16050,Machine Learning,70308,Gemini,58,537.5,12.82
2020,Israel,Finance,322,8372,NLP,84660,PyTorch,56,260.4,13.45
2021,Canada,Manufacturing,143,5171,Cloud Computing,67061,Copilot,61,779.8,25.76
2023,Spain,Manufacturing,89,14917,Data Science,92239,PyTorch,77,87.6,24.45
2020,Switzerland,Healthcare,447,6926,Machine Learning,143629,Gemini,60,66.9,25.92
2020,USA,Retail,349,5428,Machine Learning,123052,Claude,77,845,5.9
2021,Israel,Healthcare,496,2234,Data Science,87467,Copilot,61,177.5,16.7
2022,Japan,Automotive,421,16573,NLP,69846,PyTorch,57,997,16.56
2025,Canada,Manufacturing,313,13118,Python,63578,ChatGPT,67,263.1,23.93
2023,Italy,Education,81,5693,Cloud Computing,135443,ChatGPT,75,351.1,12.77
2022,Brazil,IT,448,17562,Machine Learning,130607,Bard,69,839.8,17.61
2025,Norway,Telecom,454,19998,Python,125208,ChatGPT,68,683.7,19.59
2021,Switzerland,Telecom,144,6958,Python,94005,PyTorch,93,204.6,18.6
2025,South Korea,Telecom,308,3662,AI Tools,68081,TensorFlow,79,240.9,14.5
2021,South Korea,Finance,86,13866,Python,123249,Bard,67,410,19.62
2021,Russia,Finance,309,16818,Machine Learning,109834,Gemini,87,466.1,17.3
2021,South Africa,Automotive,125,13010,Data Science,63296,ChatGPT,61,707.9,22.64
2020,Brazil,Telecom,195,10596,Python,129836,Gemini,62,422.8,26.76
2022,Denmark,IT,127,11142,Python,110331,Bard,92,702.7,26.33
2020,China,Retail,174,11451,Data Science,74203,Claude,78,588.1,12.7
2023,USA,Automotive,271,3080,NLP,112584,TensorFlow,100,899,20.54
2023,Switzerland,Manufacturing,79,3855,Data Science,140212,Copilot,90,731.9,12.41
2021,Russia,Education,280,19879,Python,90691,TensorFlow,72,727.5,27.35
2025,France,Retail,58,12619,NLP,102343,TensorFlow,80,344.2,21.79
2022,Spain,Manufacturing,371,12924,AI Tools,146163,TensorFlow,96,890.1,5.15
2024,Turkey,Manufacturing,188,1540,Machine Learning,117652,ChatGPT,88,897.3,19.27
2023,China,Telecom,160,12475,Cloud Computing,93839,Copilot,86,214.9,24.32
2021,France,Healthcare,148,9224,Data Science,143420,Gemini,70,88.6,10.19
2025,UK,Education,117,4518,Data Science,105095,Bard,78,824.3,14.5
2021,Germany,Finance,333,12291,AI Tools,84424,Gemini,65,114.6,19.1
2021,Russia,Manufacturing,333,13550,Cloud Computing,123231,PyTorch,70,862.8,25.67
2020,Norway,Retail,112,13371,NLP,108478,Copilot,71,468.9,5.3
2020,Italy,Retail,192,13681,Cloud Computing,116412,Claude,65,426.7,24.9
2021,Turkey,Automotive,461,11688,NLP,119432,Gemini,64,988.7,6.43
2021,South Africa,Telecom,307,17974,Machine Learning,71111,ChatGPT,84,958.9,8.87
2025,USA,Education,465,9553,AI Tools,128108,PyTorch,53,933.3,9.67
2022,UK,Retail,260,5820,Python,83098,PyTorch,74,104.1,10.69
2024,Indonesia,Retail,478,5278,Data Science,149145,ChatGPT,53,487.4,9.45
2020,Finland,Education,358,8812,NLP,128006,Bard,77,822.8,21.91
2023,Turkey,Education,50,11328,AI Tools,80782,Bard,74,616.4,27.39
2023,Netherlands,Automotive,177,1184,Machine Learning,74915,PyTorch,81,788.7,22.14
2024,Finland,Manufacturing,131,4340,Data Science,92633,PyTorch,85,818.5,21.05
2020,Netherlands,Education,187,7576,Cloud Computing,62246,ChatGPT,67,797.7,24.75
2023,India,Automotive,348,19855,AI Tools,105816,Copilot,59,461.3,7.91
2024,UAE,Finance,277,4622,Python,71501,ChatGPT,64,470.2,21.75
2023,Australia,Telecom,225,14891,Data Science,86456,TensorFlow,59,176.6,5.23
2023,Turkey,Finance,438,3492,Data Science,74356,TensorFlow,99,120.9,23.28
2022,Norway,Automotive,390,14430,NLP,70374,Claude,56,425,17.14
2022,Australia,Telecom,155,15706,Python,108943,Bard,88,384.2,24.87
2023,Japan,IT,58,3326,Data Science,128302,ChatGPT,56,862.7,19.58
2022,Israel,Manufacturing,425,16238,AI Tools,109600,PyTorch,85,785.4,5.22
2022,South Korea,Automotive,158,6348,Cloud Computing,102201,Copilot,77,935.1,28.49
2022,Israel,Telecom,312,14003,NLP,80859,Claude,90,131.5,22.63
2024,Netherlands,Telecom,221,4483,Python,112648,TensorFlow,83,958.4,7.13
2024,Switzerland,Finance,250,5061,NLP,110884,ChatGPT,66,478.8,6.09
2024,UK,Automotive,239,8034,Python,140473,Bard,93,828.4,16.69
2025,USA,IT,366,18491,Data Science,138757,PyTorch,88,255.2,20.81
2023,Singapore,IT,152,3078,Python,129901,Gemini,54,868.7,12.94
2021,France,IT,464,2305,NLP,100092,PyTorch,87,177.3,21.7
2021,Israel,Education,248,1222,Python,69891,Claude,94,984.9,11.42
2025,UK,Retail,190,19208,Python,130216,ChatGPT,92,962.8,16.34
2021,Denmark,Education,353,11191,Data Science,64902,Bard,78,303.3,23.29
2022,Turkey,Telecom,376,8574,Data Science,92243,ChatGPT,75,865.8,13.04
2021,Canada,Manufacturing,353,4836,NLP,149851,Copilot,91,127.3,20.93
2021,Italy,Finance,328,10696,Python,69732,Bard,76,896.9,20.82
2025,Australia,Manufacturing,167,9299,Data Science,98254,PyTorch,63,566.4,13.14
2021,Australia,Telecom,207,5275,Data Science,121261,TensorFlow,96,534.7,22.87
2021,Israel,Manufacturing,67,13849,Data Science,71478,TensorFlow,76,990,15.26
2024,Israel,Retail,85,7336,Machine Learning,104100,TensorFlow,83,378.6,18.44
2021,Norway,IT,339,9612,Python,109578,Gemini,50,384.1,9.87
2022,Denmark,IT,289,9119,Cloud Computing,114810,ChatGPT,74,394.1,17.21
2025,Canada,Manufacturing,120,19455,NLP,60082,Claude,57,967,13.77
2021,Denmark,Telecom,123,14918,Python,85423,Gemini,51,595.4,18.74
